Sr. No.,Data Source,Shop Name,Contact / Owner,WhatsApp Number,Area / Locality,Zone,Store Type,Years Operating,Has Refrigerator,ADA / Distributor,Brands Stocked,Stocks Amul C&T,Aware of Amul C&T,Why Not Stocking C&T,C&T SKU Mix (80g / 180g / 850g),C&T Estimated Packs / Week,Amul Masti Dahi Packs / Week (est.),Pack Sizes Most in Demand,Packaging Format Preferred,#1 Selling Dahi Brand at Store,"Brand Ranking (brands stocked, by volume)",Amul Dahi Sales Change vs 1 Year Ago,Primary Reason Customers Choose Competitor,Customers Ask for Amul Dahi by Name,Customers Ask for Other Brand by Name,Margin on Amul Dahi (from price list),Best Trade Promotions Brand,Branded Display / Fridge Provided By,Best Rep Visits Brand,Best Shelf Life / Freshness Brand,Preferential Shelf Placement Brand,Biggest 6-Month Growth Brand,Trade Promotions Received on Amul Dahi,Amul Rep Visit Frequency,Customer Complaints About Amul Dahi,Customer Feedback on Amul C&T Specifically,Suggested Changes / Improvements for Amul,Other Feedback for Amul,Timestamp,zone_clean,store_type_clean,years_operating_clean,fridge_type,awareness_tier,rep_visit_clean,promo_received_clean,stocks_ct,pack_format_clean,phone_clean,phone_valid,feat_refrigerator_flag,feat_dedicated_fridge,feat_awareness_score,feat_rep_visit_score,feat_promo_bonus,feat_engagement_score,feat_infrastructure_score,feat_competitor_presence,feat_frubon_threat_score,feat_ct_weekly_volume,feat_masti_weekly_volume,feat_years_operating_num,feat_adoption_likelihood,nlp_complaints,nlp_ct_feedback,nlp_suggestions,nlp_other_feedback,nlp_why_not_stocking,nlp_full_corpus
389,Synthetic (Shoppee YES + March Sales),Hariyana Dairy,Shamsukha Khan,8890434462.0,Gurunanakpura Rajapark,Amer / Periphery / Ajmer Road,Dairy booth / Parlour,More than 10 years,"Yes, dedicated dairy refrigerator",Madhu,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Price,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Saras,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,No complaints,Too thin/watery compared to Masti Dahi per retailer observation,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Dairy_Parlour,gt_10yrs,dedicated,unaware,monthly,never,False,pouch,88904344620,False,1,1,0,2,0,2,2,1,2,0,150,4,5.17,no complaints,too thin/watery compared to masti dahi per retailer observation,more consumer-facing offers/free trials,no_data,no_data,no complaints | too thin/watery compared to masti dahi per retailer observation | more consumer-facing offers/free trials
390,Synthetic (Shoppee YES + March Sales),Sharma Kirana And General Store,Pawan Kumar Sharma,9982640967.0,"P.N.11,Shakti Nagar,Niwaru Road,Jothwara",Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Nayal,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 850g (large family pack)",Pouch (cheaper),Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Local pride in Saras,Rarely,,Amul Masti Dahi: 5–10%,Saras,Saras Booth/Display,Frubon,About The Same,"Saras (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Rarely (once in 2–3 months),Packaging leaks or breaks,No awareness among customers,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,rarely,never,False,pouch,99826409670,False,1,1,0,1,0,1,2,1,1,0,75,3,4.46,packaging leaks or breaks,no awareness among customers,more consumer-facing offers/free trials,no_data,no_data,packaging leaks or breaks | no awareness among customers | more consumer-facing offers/free trials
391,Synthetic (Shoppee YES + March Sales),Ganapti Sales,Ganpati Sales,8005759778.0,"Durgapura, Railway Station",Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Anjini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Price,"Yes, often",,Amul Masti Dahi: 5–10%,None / No Promotions,,Amul,Amul,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"Yes, occasionally",Rarely (once in 2–3 months),Not thick enough,Too thin/watery compared to Masti Dahi per retailer observation,Better margins for retailers,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,rarely,yes_occasionally,False,cup,80057597780,False,1,1,0,1,2,3,2,0,0,0,75,3,5.12,not thick enough,too thin/watery compared to masti dahi per retailer observation,better margins for retailers,no_data,no_data,not thick enough | too thin/watery compared to masti dahi per retailer observation | better margins for retailers
392,Synthetic (Shoppee YES + March Sales),Hari Tradres,Satish Kumar,9782150999.0,Vaishali Nagar,Vaishali Nagar / Mansarovar,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Harsh,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi, Mother Dairy Curd",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Increased significantly,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Saras,,Amul,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"Yes, occasionally",Rarely (once in 2–3 months),Curd is too sour,Too thin/watery compared to Masti Dahi per retailer observation,Smaller affordable SKU for single-use,no_data,,Vaishali_Mansarovar,Kiryana,gt_10yrs,dedicated,unaware,rarely,yes_occasionally,False,cup,97821509990,False,1,1,0,1,2,3,2,1,0,0,75,4,5.5,curd is too sour,too thin/watery compared to masti dahi per retailer observation,smaller affordable sku for single-use,no_data,no_data,curd is too sour | too thin/watery compared to masti dahi per retailer observation | smaller affordable sku for single-use
393,Synthetic (Shoppee YES + March Sales),R.R.K,Brijendra Porwal,8764241369.0,Durgapura Churaya,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Anjini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Price,Rarely,,Amul Masti Dahi: 5–10%,None / No Promotions,,Amul,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Rarely (once in 2–3 months),Packaging leaks or breaks,No awareness among customers,Better margins for retailers,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,rarely,never,False,cup,87642413690,False,1,1,0,1,0,1,2,1,0,0,150,3,4.46,packaging leaks or breaks,no awareness among customers,better margins for retailers,no_data,no_data,packaging leaks or breaks | no awareness among customers | better margins for retailers
394,Synthetic (Shoppee YES + March Sales),Balaji,Rajendra Kumar,9636268003.0,Jagatpura,Malviya Nagar / Jagatpura / Sanganer,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Suarj,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 850g (large family pack)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Familiarity/habit,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,About The Same,"Amul (Eye Level, Front Of Fridge)",Frubon Dahi,"Yes, occasionally",Rarely (once in 2–3 months),No complaints,Customers haven't asked for it,Smaller affordable SKU for single-use,no_data,,Malviya_Sanganer,Kiryana,5_10yrs,dedicated,unaware,rarely,yes_occasionally,False,cup,96362680030,False,1,1,0,1,2,3,2,1,3,0,75,3,5.12,no complaints,customers haven't asked for it,smaller affordable sku for single-use,no_data,no_data,no complaints | customers haven't asked for it | smaller affordable sku for single-use
395,Synthetic (Shoppee YES + March Sales),Ritu Kirana Store,Narendra Singh Shekhawat,9636262642.0,Nangal Jaisa Bohra,Amer / Periphery / Ajmer Road,Kiryana/General store,Less than 2 years,"Yes, dedicated dairy refrigerator",Jasoda,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi, Mother Dairy Curd",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Stayed the same,Thickness/texture preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Saras,Saras Booth/Display,Amul,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Monthly,No complaints,Customers haven't asked for it,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,lt_2yrs,dedicated,unaware,monthly,yes_occasionally,False,cup,96362626420,False,1,1,0,2,2,4,2,1,0,0,150,1,4.71,no complaints,customers haven't asked for it,more advertising in jaipur,no_data,no_data,no complaints | customers haven't asked for it | more advertising in jaipur
396,Synthetic (Shoppee YES + March Sales),Tanu Parlour,Durga Singh,9414444807.0,Murlipura Scheme,Jhotwara / Murlipura,Dairy booth / Parlour,Less than 2 years,"Yes, dedicated dairy refrigerator",Tanu Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Thickness/texture preference,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,Saras,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Fortnightly,No complaints,Too thin/watery compared to Masti Dahi per retailer observation,Better margins for retailers,no_data,,Jhotwara_Murlipura,Dairy_Parlour,lt_2yrs,dedicated,unaware,fortnightly,never,False,cup,94144448070,False,1,1,0,3,0,3,2,1,3,0,75,1,4.38,no complaints,too thin/watery compared to masti dahi per retailer observation,better margins for retailers,no_data,no_data,no complaints | too thin/watery compared to masti dahi per retailer observation | better margins for retailers
397,Synthetic (Shoppee YES + March Sales),Omee Sabji Bhandar,Om Prakash,9351955230.0,Nand Puri Near 22 Gpdown,Amer / Periphery / Ajmer Road,Dairy booth / Parlour,More than 10 years,"Yes, dedicated dairy refrigerator",Krishna,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal)",No clear preference,Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Increased slightly,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,None / No Promotions,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Rarely (once in 2–3 months),No complaints,Too thin/watery compared to Masti Dahi per retailer observation,More advertising in Jaipur,no_data,,Amer_Periphery,Dairy_Parlour,gt_10yrs,dedicated,unaware,rarely,never,False,no_preference,93519552300,False,1,1,0,1,0,1,2,1,1,0,150,4,4.83,no complaints,too thin/watery compared to masti dahi per retailer observation,more advertising in jaipur,no_data,no_data,no complaints | too thin/watery compared to masti dahi per retailer observation | more advertising in jaipur
398,Synthetic (Shoppee YES + March Sales),Shubham Tea Stall,Ram Kishior Yadav,9314736274.0,Under Jhotwara Over Bridge,Jhotwara / Murlipura,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Shree Nidhi,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"Yes, aware but not stocking",Low/unclear margin,,,200–500 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Price,"Yes, often",,Amul Masti Dahi: 5–10%,Frubon,,Frubon,About The Same,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Monthly,Curd is too sour,Customers haven't asked for it,More advertising in Jaipur,no_data,,Jhotwara_Murlipura,Kiryana,2_5yrs,dedicated,aware_only,monthly,never,False,cup,93147362740,False,1,1,1,2,0,2,2,1,3,0,350,2,5.58,curd is too sour,customers haven't asked for it,more advertising in jaipur,no_data,low/unclear margin,curd is too sour | customers haven't asked for it | more advertising in jaipur | low/unclear margin
399,Synthetic (Shoppee YES + March Sales),Shankar Kirana,Mrs. Komal Meerchandani,7878500188.0,200Ft. Bypass,Amer / Periphery / Ajmer Road,Kiryana/General store,More than 10 years,"Yes, dedicated dairy refrigerator",Bhamu,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,20–50 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Saras,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Monthly,No complaints,Customers haven't asked for it,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,gt_10yrs,dedicated,unaware,monthly,never,False,cup,78785001880,False,1,1,0,2,0,2,2,1,1,0,35,4,5.17,no complaints,customers haven't asked for it,more advertising in jaipur,no_data,no_data,no complaints | customers haven't asked for it | more advertising in jaipur
400,Synthetic (Shoppee YES + March Sales),Salasar Departmental Store,Vikash Kumawat,9664257255.0,Chandpool Bazar,Amer / Periphery / Ajmer Road,Supermarket / Modern trade,2–5 years,"Yes, dedicated dairy refrigerator",Kunal Enterprise,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), FruBon Dahi",No,"No, not aware at all",,,,100–200 packs/week,"400–500g (medium, family meal)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: FruBon Dahi",Increased significantly,Price,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Monthly,No complaints,Too thin/watery compared to Masti Dahi per retailer observation,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Supermarket,2_5yrs,dedicated,unaware,monthly,yes_occasionally,False,cup,96642572550,False,1,1,0,2,2,4,2,1,2,0,150,2,5.08,no complaints,too thin/watery compared to masti dahi per retailer observation,more consumer-facing offers/free trials,no_data,no_data,no complaints | too thin/watery compared to masti dahi per retailer observation | more consumer-facing offers/free trials
401,Synthetic (Shoppee YES + March Sales),Shinghal Kirana Store,Naval Kishor Singhal,6378478235.0,Jahalana,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Suarj,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 850g (large family pack)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Thickness/texture preference,Rarely,,Amul Masti Dahi: 5–10%,None / No Promotions,,Saras,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,No complaints,No awareness among customers,More advertising in Jaipur,no_data,,Amer_Periphery,Kiryana,2_5yrs,dedicated,unaware,monthly,never,False,cup,63784782350,False,1,1,0,2,0,2,2,1,0,0,75,2,4.42,no complaints,no awareness among customers,more advertising in jaipur,no_data,no_data,no complaints | no awareness among customers | more advertising in jaipur
402,Synthetic (Shoppee YES + March Sales),Chadda Std & Cold Drinks,Harvindra Chadda,9587146750.0,393 Rajapark Shop No. 1 Dhru Marg,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Madhu,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,100–200 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased slightly,Thickness/texture preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Saras,,Frubon,Amul,"Amul (Eye Level, Front Of Fridge)",Saras Dahi,"No, never",Monthly,Curd is too sour,Too thin/watery compared to Masti Dahi per retailer observation,Better margins for retailers,no_data,,Amer_Periphery,Kiryana,2_5yrs,dedicated,unaware,monthly,never,False,pouch,95871467500,False,1,1,0,2,0,2,2,1,1,0,150,2,4.42,curd is too sour,too thin/watery compared to masti dahi per retailer observation,better margins for retailers,no_data,no_data,curd is too sour | too thin/watery compared to masti dahi per retailer observation | better margins for retailers
403,Synthetic (Shoppee YES + March Sales),Jain Kirana Store,Anil Kumar Jain,9667912675.0,C-97 Kartarpura Road Imli Phatak,Amer / Periphery / Ajmer Road,Kiryana/General store,2–5 years,"Yes, dedicated dairy refrigerator",Mohanl Lal Saini,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup)",No,"No, not aware at all",,,,20–50 packs/week,"80g / 180g (small cup, single use), 400–500g (medium, family meal), 850g (large family pack)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Increased significantly,Thickness/texture preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,Saras Booth/Display,Saras,About The Same,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Monthly,No complaints,Customers haven't asked for it,More consumer-facing offers/free trials,no_data,,Amer_Periphery,Kiryana,2_5yrs,dedicated,unaware,monthly,never,False,cup,96679126750,False,1,1,0,2,0,2,2,1,2,0,35,2,4.42,no complaints,customers haven't asked for it,more consumer-facing offers/free trials,no_data,no_data,no complaints | customers haven't asked for it | more consumer-facing offers/free trials
404,Synthetic (Shoppee YES + March Sales),Neeraj Kirana,Bajrang Khandelwal,9351946117.0,Bhatta Basti,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Shiv Agency,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi",No,"No, not aware at all",,,,200–500 packs/week,"80g / 180g (small cup, single use)",Pouch (cheaper),Saras Dahi,"#1: Saras Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup)",Stayed the same,Familiarity/habit,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Saras,Saras Booth/Display,Saras,Saras,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"No, never",Fortnightly,No complaints,No awareness among customers,Better margins for retailers,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,fortnightly,never,False,pouch,93519461170,False,1,1,0,3,0,3,2,1,0,0,350,3,5.12,no complaints,no awareness among customers,better margins for retailers,no_data,no_data,no complaints | no awareness among customers | better margins for retailers
405,Synthetic (Shoppee YES + March Sales),Natani Stationery,Amit Natani,9829663448.0,Shastri Nagar,Amer / Periphery / Ajmer Road,Kiryana/General store,5–10 years,"Yes, dedicated dairy refrigerator",Shiv Agency,"Amul Masti Dahi (Pouch), Amul Masti Dahi (Cup), Saras Dahi, FruBon Dahi",No,"No, not aware at all",,,,50–100 packs/week,"80g / 180g (small cup, single use)","Cup/tub (convenient, resealable)",Amul_Masti Dahi,"#1: Amul Masti Dahi, #2: Amul Masti Dahi (Pouch), #3: Amul Masti Dahi (Cup), #4: Saras Dahi",Increased slightly,Taste preference,"Yes, sometimes",,Amul Masti Dahi: 5–10%,Frubon,,Amul,Amul,"Amul (Eye Level, Front Of Fridge)",Amul_Masti Dahi,"Yes, occasionally",Fortnightly,Not thick enough,Too thin/watery compared to Masti Dahi per retailer observation,Better margins for retailers,no_data,,Amer_Periphery,Kiryana,5_10yrs,dedicated,unaware,fortnightly,yes_occasionally,False,cup,98296634480,False,1,1,0,3,2,5,2,1,2,0,75,3,5.79,not thick enough,too thin/watery compared to masti dahi per retailer observation,better margins for retailers,no_data,no_data,not thick enough | too thin/watery compared to masti dahi per retailer observation | better margins for retailers
